物件名,所在地,家賃,面積,坪数,飲食可否,掲載サイト,詳細URL,住所取得可否,latitude,longitude,家賃数値,面積数値,坪数数値,家賃_円,面積_㎡_補正,坪数_補正,立地区分,店舗規模,物件タイプ推定,階数判定,駐車場判定,坪単価,事業成立パターン,不足理由,推奨カフェモデル,推定席数,原価率,人件費率,利益率,想定客単価,その他固定費,月間固定費,必要月商,必要日商_26日営業,必要月間客数,必要日客数_26日営業,理論必要日客数,推奨必要日客数,初期投資下限,初期投資上限,初期投資中央値,事業成立性スコア,評価点,評価ランク,評価コメント,ダッシュボード表示コメント,seongsu_rank,seongsu_fit_score,seongsu_fit_stars,seongsu_fit_type,ブランド順位,星評価,ブランド適合度,ブランドタイプ
ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,香川県高松市片原町,13.2万円,69.48㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/,取得済み,34.3458826,134.0543651,13.2,69.48,,132000.0,69.48,21.02,中心街,中規模,不明,上階・地下想定,不明,6280.0,中心街・高回転型,,中心街目的来店・回転型カフェ,21.0,0.31,0.25,0.1,1100,160000.0,292000.0,858824.0,33032.0,781.0,30.0,30.0,51.0,6725664.0,14712391.0,10719028.0,34,34,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高回転型。必要月商858,824円、必要日客数30人が目安。",18.0,68.8,★★★☆☆,標準テナント実装型,18.0,★★★☆☆,68.8,標準テナント実装型
高松市 天神前 (栗林公園北口駅) の貸店舗（一部）,香川県高松市天神前,14.3万円,56.00㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-642fa6da77270d5cba271843/,取得済み,34.3388334,134.045818,14.3,56.0,,143000.0,56.0,16.94,不明,小規模,店舗系,不明,不明,8442.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,15.0,0.29,0.23,0.1,900,100000.0,243000.0,639474.0,24595.0,711.0,27.0,27.0,38.0,4235000.0,9317000.0,6776000.0,57,57,C,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商639,474円、必要日客数27人が目安。",,,,,,評価不可,,飲食可否対象外
西村ジョイ屋島店　１階北ＥＶ前 1階,香川県高松市屋島西町,14.971万円,45.00㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67330cb3c7b82905187c793b/,取得済み,34.3603444,134.0966033,14.971,45.0,,149710.0,45.0,13.61,郊外,小規模,不明,1階・路面想定,不明,10998.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,12.0,0.29,0.23,0.1,900,100000.0,249710.0,657132.0,25274.0,730.0,28.0,28.0,39.0,3403125.0,7486875.0,5445000.0,60,60,C,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要,"低固定費・小商圏型。必要月商657,132円、必要日客数28人が目安。",,,,,,評価不可,,飲食可否対象外
大内ビル 1階,香川県高松市今新町,15万円,69.03㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/,取得済み,34.3439421,134.0526969,15.0,69.03,,150000.0,69.03,20.88,中心街,中規模,不明,1階・路面想定,不明,7183.0,中心街・高回転型,,中心街ランチ・高回転型カフェ,21.0,0.32,0.26,0.1,1050,160000.0,310000.0,968750.0,37260.0,923.0,35.0,35.0,57.0,6264473.0,13573024.0,9918748.0,50,50,C,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"中心街・高回転型。必要月商968,750円、必要日客数35人が目安。",6.0,75.0,★★★★☆,標準テナント実装型,6.0,★★★★☆,75.0,標準テナント実装型
高松市 上福岡町 (花園駅) の貸店舗・事務所(一部),香川県高松市上福岡町,15万円,157.80㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682a928cd63cad3855bc8266/,取得済み,34.3302357,134.0637986,15.0,157.8,,150000.0,157.8,47.73,準中心街,大型,店舗系,不明,不明,3142.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,53.0,0.34,0.29,0.1,1250,250000.0,400000.0,1481481.0,56980.0,1185.0,46.0,46.0,82.0,20048491.0,42961052.0,31504772.0,0,0,D,多客数が必須 / 必要月商150万円以下 / 初期投資が重い / 飲食可否確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,481,481円、必要日客数46人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 鶴屋町 (片原町駅) の貸店舗（一部）,香川県高松市鶴屋町,15万円,98.59㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a20da03cb8ef797e0780d96/,取得済み,34.3467972,134.0549327,15.0,98.59,,150000.0,98.59,29.82,不明,中規模,店舗系,不明,不明,5030.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,30.0,0.29,0.23,0.1,900,160000.0,310000.0,815789.0,31377.0,906.0,35.0,35.0,49.0,7455869.0,16402912.0,11929390.0,39,39,D,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商815,789円、必要日客数35人が目安。",,,,,,評価不可,,飲食可否対象外
新井ビル 1階,香川県高松市成合町,15.07万円,98.41㎡,,不可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-55588e3142494231b8305814/,取得済み,34.2994211,134.0156685,15.07,98.41,,150700.0,98.41,29.77,不明,中規模,不明,1階・路面想定,不明,5062.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,30.0,0.29,0.23,0.1,900,160000.0,310700.0,817632.0,31447.0,908.0,35.0,35.0,49.0,7442257.0,16372964.0,11907610.0,2,2,D,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食不可のため原則対象外 / 1階・路面想定 / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商817,632円、必要日客数35人が目安。",,,,,,評価不可,,飲食可否対象外
高松プラザビル ６０３,香川県高松市中野町,15.2295万円,61.04㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673ead7ac3c8d520f9d36c63/,取得済み,34.3340385,134.0434882,15.2295,61.04,,152295.0,61.04,18.46,不明,小規模,不明,不明,不明,8248.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,17.0,0.29,0.23,0.1,900,100000.0,252295.0,663934.0,25536.0,738.0,28.0,28.0,40.0,4616150.0,10155530.0,7385840.0,57,57,C,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商663,934円、必要日客数28人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 新北町 (昭和町駅) の貸店舗・事務所(一部),香川県高松市新北町,15.4万円,71.87㎡,,不可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6052fa256962487ccb19b993/,取得済み,34.3529843,134.0256404,15.4,71.87,,154000.0,71.87,21.74,不明,中規模,店舗系,不明,不明,7083.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,22.0,0.29,0.23,0.1,900,160000.0,314000.0,826316.0,31781.0,918.0,35.0,35.0,49.0,5435169.0,11957372.0,8696270.0,0,0,D,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食不可のため原則対象外,"低固定費・小商圏型。必要月商826,316円、必要日客数35人が目安。",,,,,,評価不可,,飲食可否対象外
プレシャス番町ビル 4F,香川県高松市番町３丁目,15.8万円,86.88㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68db7f1ba22de730730349b5/,取得済み,34.3423736,134.0417194,15.8,86.88,,158000.0,86.88,26.28,準中心街,中規模,不明,上階・地下想定,不明,6012.0,準中心街・生活圏型,,要個別検討,26.0,0.3,0.25,0.1,1000,160000.0,318000.0,908571.0,34945.0,909.0,35.0,35.0,52.0,7884360.0,18396841.0,13140600.0,19,19,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 上階・地下で集客難度あり / 席数に対する必要回転数は低め,"準中心街・生活圏型。必要月商908,571円、必要日客数35人が目安。",,,,,,評価不可,,飲食可否対象外
ツゥーフィートビル 5-B,香川県高松市鍛冶屋町,16.5万円,61.62㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,取得済み,34.3428604,134.0487343,16.5,61.62,,165000.0,61.62,18.64,中心街,小規模,不明,不明,不明,8852.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,17.0,0.33,0.26,0.1,1400,100000.0,265000.0,854839.0,32878.0,611.0,23.0,23.0,42.0,7083219.0,14912041.0,10997630.0,59,59,C,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商854,839円、必要日客数23人が目安。",31.0,64.1,★★★☆☆,小型ミニマム実装型,31.0,★★★☆☆,64.1,小型ミニマム実装型
京都興産ビル ５F,香川県高松市瓦町１丁目,16.5万円,116.86㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,取得済み,34.3412277,134.051584,16.5,116.86,,165000.0,116.86,35.35,中心街,大型,不明,不明,不明,4668.0,中心街・高回転型,,中心街目的来店・回転型カフェ,39.0,0.31,0.25,0.1,1100,250000.0,415000.0,1220588.0,46946.0,1110.0,43.0,43.0,73.0,11312048.0,24745106.0,18028577.0,32,32,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 席数に対する必要回転数は低め,"中心街・高回転型。必要月商1,220,588円、必要日客数43人が目安。",3.0,75.9,★★★★☆,中心街夜カフェ型,3.0,★★★★☆,75.9,中心街夜カフェ型
下田井町貸店舗事務所 1階,香川県高松市下田井町,16.5万円,105.56㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f1b59cc430a27e9e0ec70f/,取得済み,34.293847,134.0928756,16.5,105.56,,165000.0,105.56,31.93,不明,中規模,店舗系,1階・路面想定,不明,5167.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,32.0,0.29,0.23,0.1,900,160000.0,325000.0,855263.0,32895.0,950.0,37.0,37.0,51.0,7982975.0,17562546.0,12772760.0,50,50,C,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定 / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商855,263円、必要日客数37人が目安。",15.0,70.5,★★★★☆,標準テナント実装型,15.0,★★★★☆,70.5,標準テナント実装型
錦町１丁目　小川マンション１階店舗 1階,香川県高松市錦町１丁目,16.5万円,68.00㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-699d42258f9bb7ed6b2b1bdd/,取得済み,34.3475208,134.044579,16.5,68.0,,165000.0,68.0,20.57,不明,中規模,店舗系,1階・路面想定,不明,8021.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,21.0,0.29,0.23,0.1,900,160000.0,325000.0,855263.0,32895.0,950.0,37.0,37.0,51.0,5142500.0,11313500.0,8228000.0,50,50,C,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商855,263円、必要日客数37人が目安。",29.0,64.5,★★★☆☆,標準テナント実装型,29.0,★★★☆☆,64.5,標準テナント実装型
プレシャス番町ビル（第一讃機ビル） 4 F北東ｶｰﾈｰｼｮﾝ,香川県高松市番町３丁目,16.5万円,86.88㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63d8b7d3f47768688d0d5cfc/,取得済み,34.3423736,134.0417194,16.5,86.88,,165000.0,86.88,26.28,準中心街,中規模,不明,不明,不明,6278.0,準中心街・生活圏型,,要個別検討,26.0,0.3,0.25,0.1,1000,160000.0,325000.0,928571.0,35714.0,929.0,36.0,36.0,54.0,7884360.0,18396841.0,13140600.0,27,27,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要,"準中心街・生活圏型。必要月商928,571円、必要日客数36人が目安。",,,,,,評価不可,,飲食可否対象外
シャトー古馬場　２階 2階,香川県高松市古馬場町,16.5万円,65.91㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055706b417/,取得済み,34.3425721,134.0518077,16.5,65.91,,165000.0,65.91,19.94,中心街,小規模,不明,上階・地下想定,不明,8276.0,中心街・高単価型,,隠れ家・予約寄り高単価カフェ,18.0,0.34,0.27,0.1,1600,100000.0,265000.0,913793.0,35146.0,571.0,22.0,22.0,44.0,7975110.0,16947109.0,12461110.0,51,51,C,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商913,793円、必要日客数22人が目安。",35.0,61.3,★★★☆☆,小型ミニマム実装型,35.0,★★★☆☆,61.3,小型ミニマム実装型
高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,17万円,132.48㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,取得済み,34.3603444,134.0966033,17.0,132.48,,170000.0,132.48,40.08,郊外,大型,店舗系,不明,不明,4242.0,郊外・駐車場依存型,,郊外生活圏カフェ,44.0,0.31,0.26,0.1,1050,250000.0,420000.0,1272727.0,48951.0,1212.0,47.0,47.0,70.0,11221056.0,24045121.0,17633088.0,27,27,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商1,272,727円、必要日客数47人が目安。",20.0,68.3,★★★☆☆,標準テナント実装型,20.0,★★★☆☆,68.3,標準テナント実装型
高松市 番町１丁目 (瓦町駅) の貸店舗（一部）,香川県高松市番町１丁目,18.15万円,38.98㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6745221d019e3c41c94e53fb/,取得済み,34.34249,134.0464464,18.15,38.98,,181500.0,38.98,11.79,準中心街,極小,店舗系,不明,不明,15393.0,準中心街・生活圏型,,要個別検討,11.0,0.3,0.25,0.1,1000,81675.0,263175.0,751929.0,28920.0,752.0,29.0,29.0,43.0,3537435.0,8254015.0,5895725.0,57,57,C,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可否確認必要,"準中心街・生活圏型。必要月商751,929円、必要日客数29人が目安。",,,,,,評価不可,,飲食可否対象外
向山ビル２Ｆ 2F,香川県高松市瓦町１丁目,19.8万円,75.60㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,取得済み,34.3412277,134.051584,19.8,75.6,,198000.0,75.6,22.87,中心街,中規模,不明,上階・地下想定,不明,8658.0,中心街・高回転型,,中心街目的来店・回転型カフェ,23.0,0.31,0.25,0.1,1100,160000.0,358000.0,1052941.0,40498.0,957.0,37.0,37.0,63.0,7318080.0,16008301.0,11663190.0,19,19,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 上階・地下で集客難度あり,"中心街・高回転型。必要月商1,052,941円、必要日客数37人が目安。",,,,,,評価不可,,飲食可否対象外
Ｗｉｔｈビル 1階,香川県高松市瓦町２丁目,19.8万円,81.70㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69aa7d5de563002bb48f101b/,取得済み,34.3399504,134.0514047,19.8,81.7,,198000.0,81.7,24.71,中心街,中規模,不明,1階・路面想定,不明,8012.0,中心街・高回転型,,中心街ランチ・高回転型カフェ,25.0,0.32,0.26,0.1,1050,160000.0,358000.0,1118750.0,43029.0,1065.0,41.0,41.0,66.0,7414275.0,16064263.0,11739269.0,35,35,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定,"中心街・高回転型。必要月商1,118,750円、必要日客数41人が目安。",,,,,,評価不可,,飲食可否対象外
香西貸店舗 1階,香川県高松市香西東町,19.8万円,187.74㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5c62452d9732ec08c6b7f9a3/,取得済み,34.3403451,134.007635,19.8,187.74,,198000.0,187.74,56.79,郊外,大型,店舗系,1階・路面想定,不明,3486.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,62.0,0.34,0.29,0.1,1250,250000.0,448000.0,1659259.0,63818.0,1327.0,51.0,51.0,92.0,23852368.0,51112217.0,37482292.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,659,259円、必要日客数51人が目安。",,,,,,評価不可,,飲食可否対象外
アビタシオンＮＹＫ 1F南,香川県高松市香西南町,19.8万円,182.25㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5ecf6e6730c1427032fc12e9/,取得済み,34.3394484,134.0002361,19.8,182.25,,198000.0,182.25,55.13,郊外,大型,不明,1階・路面想定,不明,3591.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,61.0,0.34,0.29,0.1,1250,250000.0,448000.0,1659259.0,63818.0,1327.0,51.0,51.0,92.0,23154863.0,49617564.0,36386214.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,659,259円、必要日客数51人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 亀岡町 (栗林公園北口駅) の貸店舗・事務所(一部),香川県高松市亀岡町,20万円,99.56㎡,,不可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-640e8a8741708e129e914078/,取得済み,34.3369293,134.0412259,20.0,99.56,,200000.0,99.56,30.12,不明,中規模,店舗系,不明,不明,6641.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,30.0,0.29,0.23,0.1,900,160000.0,360000.0,947368.0,36437.0,1053.0,40.0,40.0,57.0,7529225.0,16564296.0,12046760.0,0,0,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食不可のため原則対象外 / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商947,368円、必要日客数40人が目安。",,,,,,評価不可,,飲食可否対象外
ガーデンコート高松 401,香川県高松市大工町,20.9万円,124.89㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5c822221d032a71c6cedffdc/,取得済み,34.3445496,134.0527521,20.9,124.89,,209000.0,124.89,37.78,中心街,大型,不明,不明,不明,5532.0,中心街・高回転型,,中心街目的来店・回転型カフェ,42.0,0.31,0.25,0.1,1100,250000.0,459000.0,1350000.0,51923.0,1227.0,47.0,47.0,80.0,12089352.0,26445458.0,19267405.0,17,17,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可否確認必要 / 席数に対する必要回転数は低め,"中心街・高回転型。必要月商1,350,000円、必要日客数47人が目安。",,,,,,評価不可,,飲食可否対象外
ガーデンコート高松 501,香川県高松市大工町,20.9万円,123.09㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60bdd67067528231e3404a78/,取得済み,34.3445496,134.0527521,20.9,123.09,,209000.0,123.09,37.23,中心街,大型,不明,不明,不明,5613.0,中心街・高回転型,,中心街目的来店・回転型カフェ,41.0,0.31,0.25,0.1,1100,250000.0,459000.0,1350000.0,51923.0,1227.0,47.0,47.0,80.0,11915112.0,26064308.0,18989710.0,17,17,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可否確認必要 / 席数に対する必要回転数は低め,"中心街・高回転型。必要月商1,350,000円、必要日客数47人が目安。",,,,,,評価不可,,飲食可否対象外
京都興産ビル 3F,香川県高松市瓦町１丁目,22万円,116.86㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/,取得済み,34.3412277,134.051584,22.0,116.86,,220000.0,116.86,35.35,中心街,大型,不明,上階・地下想定,不明,6223.0,中心街・高回転型,,中心街目的来店・回転型カフェ,39.0,0.31,0.25,0.1,1100,250000.0,470000.0,1382353.0,53167.0,1257.0,48.0,48.0,82.0,11312048.0,24745106.0,18028577.0,0,0,D,多客数が必須 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 上階・地下で集客難度あり / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商1,382,353円、必要日客数48人が目安。",14.0,70.7,★★★★☆,標準テナント実装型,14.0,★★★★☆,70.7,標準テナント実装型
じゃこ丸ビル ５階　南,香川県高松市西の丸町,22万円,92.00㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-681acd9ced5168205e52f3c4/,取得済み,34.3493418,134.0469457,22.0,92.0,,220000.0,92.0,27.83,不明,中規模,不明,不明,不明,7905.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,28.0,0.29,0.23,0.1,900,160000.0,380000.0,1000000.0,38462.0,1111.0,43.0,43.0,60.0,6957500.0,15306501.0,11132000.0,42,42,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可,"低固定費・小商圏型。必要月商1,000,000円、必要日客数43人が目安。",39.0,59.9,★★☆☆☆,実装難度高,39.0,★★☆☆☆,59.9,実装難度高
パールコート 1階,香川県高松市百間町,22万円,124.58㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/,取得済み,34.3451724,134.0528471,22.0,124.58,,220000.0,124.58,37.69,中心街,大型,不明,1階・路面想定,不明,5838.0,中心街・高回転型,,中心街ランチ・高回転型カフェ,41.0,0.32,0.26,0.1,1050,250000.0,470000.0,1468750.0,56490.0,1399.0,54.0,54.0,86.0,11305635.0,24495543.0,17900589.0,10,10,D,多客数が必須 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 1階・路面想定 / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商1,468,750円、必要日客数54人が目安。",2.0,76.8,★★★★★,標準テナント実装型,2.0,★★★★★,76.8,標準テナント実装型
高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,22万円,124.58㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68959441674fe57902cecc97/,取得済み,34.3451724,134.0528471,22.0,124.58,,220000.0,124.58,37.69,中心街,大型,店舗系,不明,不明,5838.0,中心街・高回転型,,中心街目的来店・回転型カフェ,41.0,0.31,0.25,0.1,1100,250000.0,470000.0,1382353.0,53167.0,1257.0,48.0,48.0,82.0,12059344.0,26379816.0,19219580.0,2,2,D,多客数が必須 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 中心街でも客数ハードル高め / 席数に対する必要回転数は低め,"中心街・高回転型。必要月商1,382,353円、必要日客数48人が目安。",10.0,73.0,★★★★☆,標準テナント実装型,10.0,★★★★☆,73.0,標準テナント実装型
セントラル高松中新町ビル（旧太陽生命高松中新町ビル） ３０２,香川県高松市中新町,23.5543万円,74.54㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd615146490136a2bcc3/,取得済み,34.3370423,134.0477376,23.5543,74.54,,235543.0,74.54,22.55,不明,中規模,不明,不明,不明,10446.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,23.0,0.29,0.23,0.1,900,160000.0,395543.0,1040903.0,40035.0,1157.0,44.0,44.0,62.0,5637088.0,12401593.0,9019340.0,27,27,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商1,040,903円、必要日客数44人が目安。",,,,,,評価不可,,飲食可否対象外
セントラル高松中新町ビル（旧太陽生命高松中新町ビル） ２０２,香川県高松市中新町,23.5543万円,74.54㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e6649ea1dfc1/,取得済み,34.3370423,134.0477376,23.5543,74.54,,235543.0,74.54,22.55,不明,中規模,不明,不明,不明,10446.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,23.0,0.29,0.23,0.1,900,160000.0,395543.0,1040903.0,40035.0,1157.0,44.0,44.0,62.0,5637088.0,12401593.0,9019340.0,27,27,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商1,040,903円、必要日客数44人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 東山崎町 (水田駅) の貸店舗・事務所(一括),香川県高松市東山崎町,24.2万円,141.60㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5ce350d0e5a69c2656af61c7/,取得済み,34.3078228,134.0959696,24.2,141.6,,242000.0,141.6,42.83,郊外,大型,店舗系,不明,不明,5650.0,郊外・駐車場依存型,,郊外生活圏カフェ,47.0,0.31,0.26,0.1,1050,250000.0,492000.0,1490909.0,57343.0,1420.0,55.0,55.0,82.0,11993520.0,25700401.0,18846960.0,0,0,D,多客数が必須 / 必要月商150万円以下 / 初期投資は重め / 飲食可否確認必要 / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商1,490,909円、必要日客数55人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 六条町 (水田駅) の貸店舗（一括）,香川県高松市六条町,25万円,182.38㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-58bf9517e5a69c0e2c12e0ed/,取得済み,34.2985968,134.0836537,25.0,182.38,,250000.0,182.38,55.17,郊外,大型,店舗系,不明,不明,4531.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,61.0,0.34,0.29,0.1,1250,250000.0,500000.0,1851852.0,71225.0,1481.0,57.0,57.0,103.0,23171380.0,49652957.0,36412168.0,0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,851,852円、必要日客数57人が目安。",26.0,64.8,★★★☆☆,標準テナント実装型,26.0,★★★☆☆,64.8,標準テナント実装型
