物件名,所在地,掲載サイト,詳細URL,latitude,longitude,家賃,家賃_円,面積,面積_㎡_補正,坪数,坪数_補正,坪単価,飲食可否,立地区分,店舗規模,物件タイプ推定,階数判定,駐車場判定,事業成立パターン,不足理由,推奨カフェモデル,推定席数,想定客単価,月間固定費,必要月商,必要日商_26日営業,必要日客数_26日営業,理論必要日客数,推奨必要日客数,初期投資中央値,事業成立性スコア,評価ランク,評価コメント,ダッシュボード表示コメント
貸店舗（一部） 飲食店募集　ウイングポート　１Ｆ　２０．７３㎡ 1階一部,香川県高松市香川町大野,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-6628b3b9d9cbec77c6d93594/,34.2679345,134.0181254,5 万円,50000.0,20.73㎡,20.73,6.27坪,6.27,7974.0,可,郊外,極小,店舗系,1階・路面想定,不明,低固定費・小商圏型,,テイクアウト・スタンド型カフェ,5.0,750,130000.0,325000.0,12500.0,17.0,17.0,22.0,1818300.0,95,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 郊外で駐車場確認必要 / 低客数で成立しやすい / 席数に対する必要回転数は高め,"低固定費・小商圏型。必要月商325,000円、必要日客数17人が目安。"
貸店舗（一部） クイーンズスクエア第２ビル 5-C,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,34.3178937,133.8417036,5 万円,50000.0,26.69㎡,26.69,8.07坪,8.07,6196.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,6.0,1400,130000.0,419355.0,16129.0,12.0,12.0,21.0,4761300.0,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商419,355円、必要日客数12人が目安。"
貸店舗（一部） クイーンズスクエア第２ビル 3-B,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/,34.3178937,133.8417036,5.28 万円,52800.0,24.70㎡,24.7,7.47坪,7.47,7068.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,6.0,1400,132800.0,428387.0,16476.0,12.0,12.0,21.0,4407300.0,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商428,387円、必要日客数12人が目安。"
貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/,34.3178937,133.8417036,5.5 万円,55000.0,31.57㎡,31.57,9.54坪,9.54,5765.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,8.0,1400,135000.0,435484.0,16749.0,12.0,12.0,22.0,5628600.0,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商435,484円、必要日客数12人が目安。"
貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/,34.3178937,133.8417036,5.5 万円,55000.0,29.55㎡,29.55,8.93坪,8.93,6159.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,7.0,1400,135000.0,435484.0,16749.0,12.0,12.0,22.0,5268700.0,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商435,484円、必要日客数12人が目安。"
貸店舗・事務所(一部) 高松市 今里町１丁目 (栗林公園駅) の貸店舗・事務所(一部),香川県高松市今里町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-653cce171dae78356cd1ee74/,34.3257633,134.0570519,6 万円,60000.0,37.50㎡,37.5,11.34坪,11.34,5291.0,可,準中心街,極小,店舗系,不明,不明,準中心街・生活圏型,,要個別検討,10.0,1000,140000.0,400000.0,15385.0,15.0,15.0,23.0,5670000.0,87,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可,"準中心街・生活圏型。必要月商400,000円、必要日客数15人が目安。"
貸店舗（一部） ソウゲンビル 5階,香川県高松市鍛冶屋町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5969be5a90e31cbaa050/,34.3428604,134.0487343,6.05 万円,60500.0,31.60㎡,31.6,9.55坪,9.55,6335.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,8.0,1400,140500.0,453226.0,17432.0,12.0,12.0,22.0,5634500.0,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商453,226円、必要日客数12人が目安。"
貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,34.3178937,133.8417036,6.05 万円,60500.0,32.32㎡,32.32,9.77坪,9.77,6192.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,8.0,1400,140500.0,453226.0,17432.0,12.0,12.0,22.0,5764300.0,92,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商453,226円、必要日客数12人が目安。"
貸店舗（一部） 松本ビル 1階,香川県高松市室新町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69522eecc37dc1729e1f21f0/,34.2609473,134.034365,6.2 万円,62000.0,31.29㎡,31.29,9.46坪,9.46,6554.0,可,不明,極小,店舗系,1階・路面想定,不明,低固定費・小商圏型,,テイクアウト・スタンド型カフェ,8.0,750,142000.0,355000.0,13654.0,18.0,18.0,24.0,2743400.0,100,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 低客数で成立しやすい,"低固定費・小商圏型。必要月商355,000円、必要日客数18人が目安。"
貸店舗（一部） 小林店舗 １階　東,香川県高松市古馬場町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,34.3425721,134.0518077,7.15 万円,71500.0,18.90㎡,18.9,5.71坪,5.71,12522.0,可,中心街,極小,店舗系,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,5.0,1400,151500.0,488710.0,18797.0,13.0,13.0,24.0,3368900.0,100,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 小規模高単価モデル向き / 席数に対する必要回転数は高め,"中心街・高単価型。必要月商488,710円、必要日客数13人が目安。"
貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北東 （２０１）,香川県高松市片原町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-684fade320d8493430490ebe/,34.3458826,134.0543651,7.7 万円,77000.0,40.00㎡,40.0,12.09坪,12.09,6369.0,可,中心街,小規模,店舗系,上階・地下想定,不明,中心街・高単価型,,隠れ家・予約寄り高単価カフェ,11.0,1600,177000.0,610345.0,23475.0,15.0,15.0,29.0,7556250.0,79,B,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商610,345円、必要日客数15人が目安。"
貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,34.3178937,133.8417036,7.7 万円,77000.0,41.50㎡,41.5,12.55坪,12.55,6135.0,可,中心街,小規模,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,11.0,1400,177000.0,570968.0,21960.0,16.0,16.0,28.0,7404500.0,87,A,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商570,968円、必要日客数16人が目安。"
貸店舗（一部） クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,34.3400205,134.0501426,7.7 万円,77000.0,22.16㎡,22.16,6.70坪,6.7,11493.0,可,中心街,極小,店舗系,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,5.0,1400,157000.0,506452.0,19479.0,14.0,14.0,25.0,3953000.0,95,A,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 小規模高単価モデル向き / 席数に対する必要回転数は高め,"中心街・高単価型。必要月商506,452円、必要日客数14人が目安。"
貸店舗（一部） 高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,香川県高松市香川町寺井,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5af17282e5a69c474d30150d/,34.2723454,134.034955,8.8 万円,88000.0,63.44㎡,63.44,19.19坪,19.19,4586.0,可,郊外,小規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,17.0,900,188000.0,494737.0,19028.0,21.0,21.0,30.0,7676000.0,87,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 郊外で駐車場確認必要 / 低客数で成立しやすい / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商494,737円、必要日客数21人が目安。"
貸店舗（一部） ソリッド 4D,香川県高松市古馬場町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,34.3425721,134.0518077,11 万円,110000.0,42.08㎡,42.08,12.72坪,12.72,8648.0,可,中心街,小規模,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,11.0,1400,210000.0,677419.0,26055.0,19.0,19.0,33.0,7504800.0,77,B,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商677,419円、必要日客数19人が目安。"
貸店舗（一部） 高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）,香川県高松市扇町２丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67f20f823d177354830cb311/,34.3436406,134.0266638,13.2 万円,132000.0,135.25㎡,135.25,40.91坪,40.91,3227.0,可,準中心街,大型,店舗系,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,45.0,1250,382000.0,1414815.0,54416.0,44.0,44.0,78.0,27000600.0,10,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資が重い / 飲食可 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,414,815円、必要日客数44人が目安。"
貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,香川県高松市片原町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/,34.3458826,134.0543651,13.2 万円,132000.0,69.48㎡,69.48,21.01坪,21.01,6283.0,可,中心街,中規模,店舗系,上階・地下想定,不明,中心街・高回転型,,中心街目的来店・回転型カフェ,21.0,1100,292000.0,858824.0,33032.0,30.0,30.0,51.0,10715100.0,34,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高回転型。必要月商858,824円、必要日客数30人が目安。"
貸店舗（一部） 大内ビル 1階,香川県高松市今新町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/,34.2609473,134.034365,15 万円,150000.0,69.03㎡,69.03,20.88坪,20.88,7184.0,可,中心街,中規模,店舗系,1階・路面想定,不明,中心街・高回転型,,中心街ランチ・高回転型カフェ,21.0,1050,310000.0,968750.0,37260.0,35.0,35.0,57.0,9918000.0,50,C,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"中心街・高回転型。必要月商968,750円、必要日客数35人が目安。"
貸店舗（一部） 常盤町Ｋ店舗 2階,香川県高松市常磐町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67c2a5191f9c584e0ffb8c6a/,34.3387776,134.0510854,15.4 万円,154000.0,75.44㎡,75.44,22.82坪,22.82,6748.0,可,中心街,中規模,店舗系,上階・地下想定,不明,中心街・高回転型,,中心街目的来店・回転型カフェ,23.0,1100,314000.0,923529.0,35520.0,32.0,32.0,55.0,11638200.0,34,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高回転型。必要月商923,529円、必要日客数32人が目安。"
貸店舗（一部） ツゥーフィートビル 5-B,香川県高松市鍛冶屋町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,34.3428604,134.0487343,16.5 万円,165000.0,61.62㎡,61.62,18.63坪,18.63,8857.0,可,中心街,小規模,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,17.0,1400,265000.0,854839.0,32878.0,23.0,23.0,42.0,10991700.0,59,C,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商854,839円、必要日客数23人が目安。"
貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,34.3178937,133.8417036,16.5 万円,165000.0,116.86㎡,116.86,35.34坪,35.34,4669.0,可,中心街,大型,店舗系,不明,不明,中心街・高回転型,,中心街目的来店・回転型カフェ,39.0,1100,415000.0,1220588.0,46946.0,43.0,43.0,73.0,18023400.0,32,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 席数に対する必要回転数は低め,"中心街・高回転型。必要月商1,220,588円、必要日客数43人が目安。"
貸店舗・事務所(一部) 下田井町貸店舗事務所 1階,香川県高松市下田井町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68f1b59cc430a27e9e0ec70f/,34.293847,134.0928756,16.5 万円,165000.0,105.56㎡,105.56,31.93坪,31.93,5168.0,可,不明,中規模,店舗系,1階・路面想定,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,32.0,900,325000.0,855263.0,32895.0,37.0,37.0,51.0,12772000.0,50,C,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定 / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商855,263円、必要日客数37人が目安。"
貸店舗（一部） 錦町１丁目　小川マンション１階店舗 1階,香川県高松市錦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-699d42258f9bb7ed6b2b1bdd/,34.3475208,134.044579,16.5 万円,165000.0,68.00㎡,68.0,20.56坪,20.56,8025.0,可,不明,中規模,店舗系,1階・路面想定,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,21.0,900,325000.0,855263.0,32895.0,37.0,37.0,51.0,8224000.0,50,C,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商855,263円、必要日客数37人が目安。"
貸店舗（一部） シャトー古馬場　２階 2階,香川県高松市古馬場町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/,34.3425721,134.0518077,16.5 万円,165000.0,65.91㎡,65.91,19.93坪,19.93,8279.0,可,中心街,小規模,店舗系,上階・地下想定,不明,中心街・高単価型,,隠れ家・予約寄り高単価カフェ,18.0,1600,265000.0,913793.0,35146.0,22.0,22.0,44.0,12456250.0,51,C,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商913,793円、必要日客数22人が目安。"
貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,34.241395,134.104442,17 万円,170000.0,132.48㎡,132.48,40.07坪,40.07,4243.0,可,郊外,大型,店舗系,不明,不明,郊外・駐車場依存型,,郊外生活圏カフェ,44.0,1050,420000.0,1272727.0,48951.0,47.0,47.0,70.0,17630800.0,27,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商1,272,727円、必要日客数47人が目安。"
貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/,34.3178937,133.8417036,22 万円,220000.0,116.86㎡,116.86,35.34坪,35.34,6225.0,可,中心街,大型,店舗系,上階・地下想定,不明,中心街・高回転型,,中心街目的来店・回転型カフェ,39.0,1100,470000.0,1382353.0,53167.0,48.0,48.0,82.0,18023400.0,0,D,多客数が必須 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 上階・地下で集客難度あり / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商1,382,353円、必要日客数48人が目安。"
貸店舗（一部） じゃこ丸ビル ５階　南,香川県高松市西の丸町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-681acd9ced5168205e52f3c4/,34.3488268,134.0484856,22 万円,220000.0,92.00㎡,92.0,27.82坪,27.82,7908.0,可,不明,中規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,28.0,900,380000.0,1000000.0,38462.0,43.0,43.0,60.0,11128000.0,42,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可,"低固定費・小商圏型。必要月商1,000,000円、必要日客数43人が目安。"
貸店舗・事務所(一部) パールコート 1階,香川県高松市百間町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/,34.3451724,134.0528471,22 万円,220000.0,124.58㎡,124.58,37.68坪,37.68,5839.0,可,中心街,大型,店舗系,1階・路面想定,不明,中心街・高回転型,,中心街ランチ・高回転型カフェ,41.0,1050,470000.0,1468750.0,56490.0,54.0,54.0,86.0,17898000.0,10,D,多客数が必須 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 1階・路面想定 / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商1,468,750円、必要日客数54人が目安。"
貸店舗（一部） 高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68959441674fe57902cecc97/,34.3451724,134.0528471,22 万円,220000.0,124.58㎡,124.58,37.68坪,37.68,5839.0,可,中心街,大型,店舗系,不明,不明,中心街・高回転型,,中心街目的来店・回転型カフェ,41.0,1100,470000.0,1382353.0,53167.0,48.0,48.0,82.0,19216800.0,2,D,多客数が必須 / 必要月商150万円以下 / 初期投資は重め / 飲食可 / 中心街でも客数ハードル高め / 席数に対する必要回転数は低め,"中心街・高回転型。必要月商1,382,353円、必要日客数48人が目安。"
貸店舗（一括） 高松市 六条町 (水田駅) の貸店舗（一括）,香川県高松市六条町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-58bf9517e5a69c0e2c12e0ed/,,,25 万円,250000.0,182.38㎡,182.38,55.16坪,55.16,4532.0,可,郊外,大型,店舗系,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,61.0,1250,500000.0,1851852.0,71225.0,57.0,57.0,103.0,36405600.0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,851,852円、必要日客数57人が目安。"
貸店舗（一部） 高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,香川県高松市鍛冶屋町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/,34.3428604,134.0487343,26.4 万円,264000.0,124.23㎡,124.23,37.57坪,37.57,7027.0,可,中心街,大型,店舗系,不明,不明,中心街・高回転型,,中心街目的来店・回転型カフェ,41.0,1100,514000.0,1511765.0,58145.0,53.0,53.0,90.0,19160700.0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資は重め / 飲食可 / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商1,511,765円、必要日客数53人が目安。"
貸店舗・事務所(一部) 高松市 国分寺町福家 (挿頭丘駅) の貸店舗・事務所(一部),香川県高松市国分寺町福家,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68955a821363053550874c30/,34.2790659,133.972223,33 万円,330000.0,108.27㎡,108.27,32.75坪,32.75,10076.0,可,郊外,中規模,店舗系,不明,不明,郊外・駐車場依存型,,郊外生活圏カフェ,33.0,1050,495000.0,1500000.0,57692.0,55.0,55.0,82.0,14410000.0,17,D,多客数が必須 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,500,000円、必要日客数55人が目安。"
貸店舗（一部） ガーデンコート高松 2F,香川県高松市大工町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/,34.2609473,134.034365,33 万円,330000.0,199.51㎡,199.51,60.35坪,60.35,5468.0,可,中心街,大型,店舗系,上階・地下想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,66.0,1250,580000.0,2148148.0,82621.0,66.0,66.0,119.0,39831000.0,0,D,多客数が必須 / 必要月商250万円以下 / 初期投資が重い / 飲食可 / 上階・地下で集客難度あり / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商2,148,148円、必要日客数66人が目安。"
貸店舗（一部） カーラビル １F,香川県高松市瓦町２丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055700b417/,34.3400205,134.0501426,49.5 万円,495000.0,124.54㎡,124.54,37.67坪,37.67,13140.0,可,中心街,大型,店舗系,1階・路面想定,不明,中心街・高回転型,,中心街ランチ・高回転型カフェ,41.0,1050,767250.0,2397656.0,92218.0,88.0,88.0,141.0,17893250.0,3,D,多客数が必須 / 必要月商250万円以下 / 初期投資は重め / 飲食可 / 1階・路面想定 / 中心街でも客数ハードル高め,"中心街・高回転型。必要月商2,397,656円、必要日客数88人が目安。"
貸店舗（一部） ソレイユ第一ビル 202,香川県高松市亀井町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555897fe42494105814fab17/,34.3400205,134.0501426,53.96 万円,539600.0,324.36㎡,324.36,98.11坪,98.11,5500.0,可,中心街,大型,店舗系,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,108.0,1250,836380.0,3097704.0,119142.0,95.0,95.0,172.0,64752600.0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商3,097,704円、必要日客数95人が目安。"
貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,34.3178937,133.8417036,220 万円,2200000.0,"1,038.74㎡",1038.74,314.21坪,314.21,7002.0,可,中心街,大型,店舗系,1階・路面想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,346.0,1250,3410000.0,12629630.0,485755.0,389.0,389.0,699.0,207378600.0,0,D,多客数が必須 / 高売上必須 / 初期投資が重い / 飲食可 / 1階・路面想定 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商12,629,630円、必要日客数389人が目安。"
高松市 賃貸店舗・事務所,高松市百間町9-13,テナントショップ,https://www.tenant-shop.jp/detail/e-527623/,34.3451724,134.0528471,22.00万円～,220000.0,-,,(坪単価：0.58万円),0.58,379310.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,4.0,1400,319000.0,1029032.0,39578.0,28.0,28.0,51.0,342200.0,57,C,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き / 席数に対する必要回転数は高め,"中心街・高単価型。必要月商1,029,032円、必要日客数28人が目安。"
