物件名,所在地,掲載サイト,詳細URL,latitude,longitude,家賃,家賃_円,面積,面積_㎡_補正,坪数,坪数_補正,坪単価,飲食可否,立地区分,店舗規模,物件タイプ推定,階数判定,駐車場判定,事業成立パターン,不足理由,推奨カフェモデル,推定席数,想定客単価,月間固定費,必要月商,必要日商_26日営業,必要日客数_26日営業,初期投資中央値,事業成立性スコア,評価ランク,評価コメント,ダッシュボード表示コメント
貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-653cce171dae78356cd1ee74/,34.3178937,133.8417036,7.7 万円,77000.0,41.50㎡,41.5,12.55坪,12.55,6135.0,可,中心街,小規模,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,9,1300,177000.0,553125.0,21274.0,16.0,6275000,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商553,125円、必要日客数16人が目安。"
貸店舗（一部） クイ－ンズスケア第一 ５階Ｇ,香川県高松市瓦町２丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5969be5a90e31cbaa050/,34.3400205,134.0501426,3.96 万円,39600.0,21.07㎡,21.07,6.37坪,6.37,6217.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,1300,119600.0,373750.0,14375.0,11.0,3185000,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商373,750円、必要日客数11人が目安。"
貸店舗（一部） 高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,香川県高松市香川町寺井,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,34.2723454,134.034955,8.8 万円,88000.0,63.44㎡,63.44,19.19坪,19.19,4586.0,可,郊外,小規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,17,900,188000.0,482051.0,18540.0,21.0,8155750,80,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 郊外で駐車場確認必要,"低固定費・小商圏型。必要月商482,051円、必要日客数21人が目安。"
貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69522eecc37dc1729e1f21f0/,34.3178937,133.8417036,22 万円,220000.0,116.86㎡,116.86,35.34坪,35.34,6225.0,可,中心街,大型,店舗系,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,27,1300,470000.0,1468750.0,56490.0,43.0,17670000,47,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 上階・地下で集客難度あり,"中心街・高単価型。必要月商1,468,750円、必要日客数43人が目安。"
貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,34.3178937,133.8417036,16.5 万円,165000.0,116.86㎡,116.86,35.34坪,35.34,4669.0,可,中心街,大型,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,27,1300,415000.0,1296875.0,49880.0,38.0,17670000,55,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可,"中心街・高単価型。必要月商1,296,875円、必要日客数38人が目安。"
貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-684fade320d8493430490ebe/,34.3178937,133.8417036,5.5 万円,55000.0,29.55㎡,29.55,8.93坪,8.93,6159.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,7,1300,135000.0,421875.0,16226.0,12.0,4465000,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商421,875円、必要日客数12人が目安。"
貸店舗（一部） 小林店舗 １階　東,香川県高松市古馬場町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,34.3425721,134.0518077,7.15 万円,71500.0,18.90㎡,18.9,5.71坪,5.71,12522.0,可,中心街,極小,店舗系,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,1300,151500.0,473438.0,18209.0,14.0,2855000,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 小規模高単価モデル向き,"中心街・高単価型。必要月商473,438円、必要日客数14人が目安。"
貸店舗（一部） ソリッド 4D,香川県高松市古馬場町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,34.3425721,134.0518077,11 万円,110000.0,42.08㎡,42.08,12.72坪,12.72,8648.0,可,中心街,小規模,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,10,1300,210000.0,656250.0,25240.0,19.0,6360000,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商656,250円、必要日客数19人が目安。"
貸店舗（一部） ガーデンコート高松 2F,香川県高松市大工町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5af17282e5a69c474d30150d/,34.2609473,134.034365,33 万円,330000.0,199.51㎡,199.51,60.35坪,60.35,5468.0,可,中心街,大型,店舗系,上階・地下想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,72,1150,580000.0,2000000.0,76923.0,67.0,31683750,7,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食可 / 上階・地下で集客難度あり / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,000,000円、必要日客数67人が目安。"
貸店舗・事務所(一部) 高松市 今里町１丁目 (栗林公園駅) の貸店舗・事務所(一部),香川県高松市今里町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,34.3257633,134.0570519,6 万円,60000.0,37.50㎡,37.5,11.34坪,11.34,5291.0,可,準中心街,極小,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,10,900,140000.0,358974.0,13807.0,15.0,4819500,95,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可,"低固定費・小商圏型。必要月商358,974円、必要日客数15人が目安。"
貸店舗・事務所(一部) 近藤第２ビル 3F,香川県高松市常磐町２丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67f20f823d177354830cb311/,34.3375186,134.0511328,2 万円,20000.0,27.25㎡,27.25,8.24坪,8.24,2427.0,可,中心街,極小,店舗系,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,1300,100000.0,312500.0,12019.0,9.0,4120000,92,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商312,500円、必要日客数9人が目安。"
貸店舗（一部） 飲食店募集　ウイングポート　１Ｆ　２０．７３㎡ 1階一部,香川県高松市香川町大野,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/,34.2679345,134.0181254,5 万円,50000.0,20.73㎡,20.73,6.27坪,6.27,7974.0,可,郊外,極小,店舗系,1階・路面想定,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,6,900,130000.0,333333.0,12821.0,14.0,2664750,98,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 郊外で駐車場確認必要,"低固定費・小商圏型。必要月商333,333円、必要日客数14人が目安。"
貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/,34.241395,134.104442,17 万円,170000.0,132.48㎡,132.48,40.07坪,40.07,4243.0,可,郊外,大型,店舗系,不明,不明,郊外・駐車場依存型,,郊外滞在・ランチ需要型カフェ,44,1100,420000.0,1354839.0,52109.0,47.0,21036750,50,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,354,839円、必要日客数47人が目安。"
貸店舗（一部） 宮脇町ビル 東,香川県高松市宮脇町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67c2a5191f9c584e0ffb8c6a/,34.3448764,134.0348642,4.5 万円,45000.0,44.19㎡,44.19,13.36坪,13.36,3368.0,可,準中心街,小規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,12,900,145000.0,371795.0,14300.0,16.0,5678000,95,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可,"低固定費・小商圏型。必要月商371,795円、必要日客数16人が目安。"
貸店舗（一部） 常盤町Ｋ店舗 2階,香川県高松市常磐町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,34.3387776,134.0510854,15.4 万円,154000.0,75.44㎡,75.44,22.82坪,22.82,6748.0,可,中心街,中規模,店舗系,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,17,1300,314000.0,981250.0,37740.0,29.0,11410000,67,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高単価型。必要月商981,250円、必要日客数29人が目安。"
貸店舗（一部） 高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）,香川県高松市扇町２丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,34.3436406,134.0266638,13.2 万円,132000.0,135.25㎡,135.25,40.91坪,40.91,3227.0,可,準中心街,大型,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,31,1300,382000.0,1193750.0,45913.0,35.0,20455000,65,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資は重め / 飲食可,"中心街・高単価型。必要月商1,193,750円、必要日客数35人が目安。"
貸店舗（一部） じゃこ丸ビル ５階　南,香川県高松市西の丸町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68f1b59cc430a27e9e0ec70f/,34.3488268,134.0484856,22 万円,220000.0,92.00㎡,92.0,27.82坪,27.82,7908.0,可,不明,中規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,25,900,380000.0,974359.0,37475.0,42.0,11823500,65,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可,"低固定費・小商圏型。必要月商974,359円、必要日客数42人が目安。"
貸店舗（一部） ツゥーフィートビル 5-B,香川県高松市鍛冶屋町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-699d42258f9bb7ed6b2b1bdd/,34.3428604,134.0487343,16.5 万円,165000.0,61.62㎡,61.62,18.63坪,18.63,8857.0,可,中心街,小規模,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,14,1300,265000.0,828125.0,31851.0,25.0,9315000,80,B,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商828,125円、必要日客数25人が目安。"
貸店舗（一部） 大内ビル 1階,香川県高松市今新町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/,34.2609473,134.034365,15 万円,150000.0,69.03㎡,69.03,20.88坪,20.88,7184.0,可,中心街,中規模,店舗系,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,16,1300,310000.0,968750.0,37260.0,29.0,10440000,83,B,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"中心街・高単価型。必要月商968,750円、必要日客数29人が目安。"
貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,香川県高松市片原町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,34.3458826,134.0543651,13.2 万円,132000.0,69.48㎡,69.48,21.01坪,21.01,6283.0,可,中心街,中規模,店舗系,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,16,1300,292000.0,912500.0,35096.0,27.0,10505000,67,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高単価型。必要月商912,500円、必要日客数27人が目安。"
貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北東 （２０１）,香川県高松市片原町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/,34.3458826,134.0543651,7.7 万円,77000.0,40.00㎡,40.0,12.09坪,12.09,6369.0,可,中心街,小規模,店舗系,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,9,1300,177000.0,553125.0,21274.0,16.0,6045000,92,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商553,125円、必要日客数16人が目安。"
貸店舗・事務所(一部) 高松市 国分寺町福家 (挿頭丘駅) の貸店舗・事務所(一部),香川県高松市国分寺町福家,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-681acd9ced5168205e52f3c4/,34.2790659,133.972223,33 万円,330000.0,108.27㎡,108.27,32.75坪,32.75,10076.0,可,郊外,中規模,店舗系,不明,不明,郊外・駐車場依存型,,郊外滞在・ランチ需要型カフェ,36,1100,495000.0,1596774.0,61414.0,56.0,17193750,40,D,必要月商250万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,596,774円、必要日客数56人が目安。"
貸店舗（一部） 高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/,34.3451724,134.0528471,22 万円,220000.0,124.58㎡,124.58,37.68坪,37.68,5839.0,可,中心街,大型,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,28,1300,470000.0,1468750.0,56490.0,43.0,18840000,55,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可,"中心街・高単価型。必要月商1,468,750円、必要日客数43人が目安。"
貸店舗（一部） クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68959441674fe57902cecc97/,34.3400205,134.0501426,7.7 万円,77000.0,22.16㎡,22.16,6.70坪,6.7,11493.0,可,中心街,極小,店舗系,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,1300,157000.0,490625.0,18870.0,15.0,3350000,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 小規模高単価モデル向き,"中心街・高単価型。必要月商490,625円、必要日客数15人が目安。"
貸店舗・事務所(一部) 下田井町貸店舗事務所 1階,香川県高松市下田井町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-58bf9517e5a69c0e2c12e0ed/,34.293847,134.0928756,16.5 万円,165000.0,105.56㎡,105.56,31.93坪,31.93,5168.0,可,不明,中規模,店舗系,1階・路面想定,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,29,900,325000.0,833333.0,32051.0,36.0,13570250,73,B,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商833,333円、必要日客数36人が目安。"
貸店舗（一部） 松本ビル 1階,香川県高松市室新町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/,34.2609473,134.034365,6.2 万円,62000.0,31.29㎡,31.29,9.46坪,9.46,6554.0,可,不明,極小,店舗系,1階・路面想定,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,9,900,142000.0,364103.0,14004.0,16.0,4020500,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商364,103円、必要日客数16人が目安。"
貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68955a821363053550874c30/,34.3178937,133.8417036,220 万円,2200000.0,"1,038.74㎡",1038.74,314.21坪,314.21,7002.0,可,中心街,大型,店舗系,1階・路面想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,377,1150,3410000.0,11758621.0,452255.0,393.0,164960250,0,D,高売上必須 / 多客数が必須 / 初期投資が重い / 飲食可 / 1階・路面想定 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商11,758,621円、必要日客数393人が目安。"
貸店舗（一部） 錦町１丁目　小川マンション１階店舗 1階,香川県高松市錦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/,34.3475208,134.044579,16.5 万円,165000.0,68.00㎡,68.0,20.56坪,20.56,8025.0,可,不明,中規模,店舗系,1階・路面想定,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,19,900,325000.0,833333.0,32051.0,36.0,8738000,73,B,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商833,333円、必要日客数36人が目安。"
貸店舗（一部） ソウゲンビル 5階,香川県高松市鍛冶屋町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055700b417/,34.3428604,134.0487343,6.05 万円,60500.0,31.60㎡,31.6,9.55坪,9.55,6335.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,7,1300,140500.0,439063.0,16887.0,13.0,4775000,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商439,063円、必要日客数13人が目安。"
貸店舗（一部） ソウゲンビル 5階南,香川県高松市鍛冶屋町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555897fe42494105814fab17/,34.3428604,134.0487343,2.53 万円,25300.0,16.00㎡,16.0,4.83坪,4.83,5238.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,1300,105300.0,329063.0,12656.0,10.0,2415000,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商329,063円、必要日客数10人が目安。"
貸店舗・事務所(一部) パールコート 1階,香川県高松市百間町,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,34.3451724,134.0528471,22 万円,220000.0,124.58㎡,124.58,37.68坪,37.68,5839.0,可,中心街,大型,店舗系,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,28,1300,470000.0,1468750.0,56490.0,43.0,18840000,63,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 1階・路面想定,"中心街・高単価型。必要月商1,468,750円、必要日客数43人が目安。"
高松市 賃貸店舗・事務所,高松市百間町9-13,テナントショップ,https://www.tenant-shop.jp/detail/e-527623/,34.3451724,134.0528471,22.00万円～,220000.0,-,,(坪単価：0.58万円),0.58,379310.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,1300,319000.0,996875.0,38341.0,29.0,290000,90,A,必要月商150万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商996,875円、必要日客数29人が目安。"
