物件名,所在地,家賃,面積,坪数,飲食可否,掲載サイト,詳細URL,住所取得可否,latitude,longitude,家賃数値,面積数値,坪数数値,家賃_円,面積_㎡_補正,坪数_補正,立地区分,店舗規模,物件タイプ推定,階数判定,駐車場判定,坪単価,事業成立パターン,不足理由,推奨カフェモデル,推定席数,原価率,人件費率,利益率,想定客単価,その他固定費,月間固定費,必要月商,必要日商_26日営業,必要月間客数,必要日客数_26日営業,初期投資下限,初期投資上限,初期投資中央値,事業成立性スコア,評価点,評価ランク,評価コメント,ダッシュボード表示コメント
ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,220万円,"1,038.74㎡",,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,取得済み,34.3412277,134.051584,220.0,1038.74,,2200000.0,1038.74,314.22,中心街,大型,不明,1階・路面想定,不明,7001.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,377,0.33,0.28,0.1,1150,1210000.0,3410000.0,11758621.0,452255.0,10225.0,393.0,94265659,235664146,164964902,0,0,D,高売上必須 / 多客数が必須 / 初期投資が重い / 飲食可 / 1階・路面想定 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商11,758,621円、必要日客数393人が目安。"
西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,262.7571万円,"2,722.96㎡",,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673304b1b1a9b138a07f12fd/,取得済み,34.3603444,134.0966033,262.7571,2722.96,,2627571.0,2722.96,823.7,郊外,大型,不明,上階・地下想定,不明,3190.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,988,0.33,0.28,0.1,1150,1445164.0,4072735.0,14043914.0,540151.0,12212.0,470.0,247108629,617771573,432440101,0,0,D,高売上必須 / 多客数が必須 / 初期投資が重い / 飲食可否確認必要 / 上階・地下で集客難度あり / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商14,043,914円、必要日客数470人が目安。"
高松市 香川町川東下 の貸店舗（一部）,香川県高松市香川町川東下,7 万円,64.71㎡,19.57坪,確認必要,瀬戸内ブルースカイ,https://www.setouchibluesky.jp/kasi-tenpo/detail-66cd2b560b0aca0019518799/,取得済み,34.2455044,134.0300841,7.0,64.71,19.57,70000.0,64.71,19.57,郊外,小規模,店舗系,不明,不明,3577.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,18,0.28,0.23,0.1,900,100000.0,170000.0,435897.0,16765.0,484.0,19.0,4892500,11742000,8317250,55,55,C,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 郊外で駐車場確認必要,"低固定費・小商圏型。必要月商435,897円、必要日客数19人が目安。"
ＹＩビル 201,香川県高松市百間町,8.8 万円,33.75㎡,10.20坪,確認必要,瀬戸内ブルースカイ,https://www.setouchibluesky.jp/kasi-tenpo/detail-67711e227a66187f6e7381a5/,取得済み,34.3451724,134.0528471,8.8,33.75,10.2,88000.0,33.75,10.2,中心街,極小,不明,不明,不明,8627.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,8,0.32,0.26,0.1,1300,80000.0,168000.0,525000.0,20192.0,404.0,16.0,3060000,7140000,5100000,75,75,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可否確認必要 / 小規模高単価モデル向き,"中心街・高単価型。必要月商525,000円、必要日客数16人が目安。"
ソリッド 4D,香川県高松市古馬場町,11 万円,42.08㎡,12.72坪,可,瀬戸内ブルースカイ,https://www.setouchibluesky.jp/kasi-tenpo/detail-66f2a1cb01c9da32355dd689/,取得済み,34.3425721,134.0518077,11.0,42.08,12.72,110000.0,42.08,12.72,中心街,小規模,不明,不明,不明,8648.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,10,0.32,0.26,0.1,1300,100000.0,210000.0,656250.0,25240.0,505.0,19.0,3816000,8904000,6360000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商656,250円、必要日客数19人が目安。"
富士ビル 地下１階,香川県高松市常磐町１丁目,12.1 万円,93.00㎡,28.13坪,確認必要,瀬戸内ブルースカイ,https://www.setouchibluesky.jp/kasi-tenpo/detail-6860169eee192602e4d25557/,取得済み,34.3387776,134.0510854,12.1,93.0,28.13,121000.0,93.0,28.13,中心街,中規模,不明,1階・路面想定,不明,4301.0,中心街・高回転型,,中心街高回転型カフェ,25,0.3,0.25,0.1,1000,160000.0,281000.0,802857.0,30879.0,803.0,31.0,8439000,19691000,14065000,58,58,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定,"中心街・高回転型。必要月商802,857円、必要日客数31人が目安。"
プレシャス番町ビル 4F,香川県高松市番町３丁目,15.8 万円,86.88㎡,26.28坪,確認必要,瀬戸内ブルースカイ,https://www.setouchibluesky.jp/kasi-tenpo/detail-68db7f1ba22de730730349b5/,取得済み,34.3423736,134.0417194,15.8,86.88,26.28,158000.0,86.88,26.28,準中心街,中規模,不明,上階・地下想定,不明,6012.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,20,0.32,0.26,0.1,1300,160000.0,318000.0,993750.0,38221.0,764.0,29.0,7884000,18396000,13140000,42,42,D,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 上階・地下で集客難度あり,"中心街・高単価型。必要月商993,750円、必要日客数29人が目安。"
貸倉庫 新田町倉庫西 1階,香川県高松市新田町甲,22 万円,154.50㎡,46.73坪,確認必要,植村不動産,https://www.uemura-re.jp/kasi-other/detail-682728ded63cad74d6bc85b5/,未取得,,,22.0,154.5,46.73,220000.0,154.5,46.73,中心街,大型,倉庫・工場系,1階・路面想定,不明,4708.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,56,0.33,0.28,0.1,1150,250000.0,470000.0,1620690.0,62334.0,1409.0,54.0,16355500,37384000,26869750,8,8,D,必要月商250万円以下 / 必要日客数60人以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,620,690円、必要日客数54人が目安。"
貸店舗（一部） 西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,262.7571 万円,"2,722.96㎡",823.69坪,確認必要,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-6807684dece7cc2832b157bb/,取得済み,34.241395,134.104442,262.7571,2722.96,823.69,2627571.0,2722.96,823.69,郊外,大型,店舗系,上階・地下想定,不明,3190.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,988,0.33,0.28,0.1,1150,1445164.0,4072735.0,14043914.0,540151.0,12212.0,470.0,247107000,617767500,432437250,0,0,D,高売上必須 / 多客数が必須 / 初期投資が重い / 飲食可否確認必要 / 上階・地下で集客難度あり / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商14,043,914円、必要日客数470人が目安。"
貸店舗（一部） ソレイユ第一ビル 202,香川県高松市亀井町,53.96 万円,324.36㎡,98.11坪,可,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-682727f87ecab2371a64cb05/,取得済み,34.3400205,134.0501426,53.96,324.36,98.11,539600.0,324.36,98.11,中心街,大型,店舗系,不明,不明,5500.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,118,0.33,0.28,0.1,1150,296780.0,836380.0,2884069.0,110926.0,2508.0,96.0,29433000,73582500,51507750,0,0,D,必要月商400万円以下 / 多客数が必須 / 初期投資が重い / 飲食可 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,884,069円、必要日客数96人が目安。"
貸店舗・事務所(一部) オフィスビルいずみ,香川県高松市上天神町,55 万円,584.00㎡,176.65坪,確認必要,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-684ad53f02f99e0e172ce8c6/,取得済み,34.2609473,134.034365,55.0,584.0,176.65,550000.0,584.0,176.65,準中心街,大型,店舗系,不明,不明,3114.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,212,0.33,0.28,0.1,1150,302500.0,852500.0,2939655.0,113064.0,2556.0,98.0,52995000,132487500,92741250,0,0,D,必要月商400万円以下 / 多客数が必須 / 初期投資が重い / 飲食可否確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,939,655円、必要日客数98人が目安。"
貸店舗・事務所(一括) 林町テナント 1階建,香川県高松市林町,35 万円,223.90㎡,67.72坪,確認必要,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-698c049551f1f611e99e316a/,取得済み,34.2932608,134.0667599,35.0,223.9,67.72,350000.0,223.9,67.72,郊外,大型,店舗系,1階・路面想定,不明,5168.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,81,0.33,0.28,0.1,1150,250000.0,600000.0,2068966.0,79576.0,1799.0,69.0,20316000,50790000,35553000,0,0,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,068,966円、必要日客数69人が目安。"
貸店舗・事務所(一部) 近藤第２ビル 3F,香川県高松市常磐町２丁目,2 万円,27.25㎡,8.24坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-66279c9acfabdb482d0d0275/,取得済み,34.3375186,134.0511328,2.0,27.25,8.24,20000.0,27.25,8.24,中心街,極小,店舗系,上階・地下想定,不明,2427.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,0.32,0.26,0.1,1300,80000.0,100000.0,312500.0,12019.0,240.0,9.0,2472000,5768000,4120000,92,92,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商312,500円、必要日客数9人が目安。"
貸店舗（一部） ソウゲンビル 5階南,香川県高松市鍛冶屋町,2.53 万円,16.00㎡,4.83坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5e9d3e48c96bbe22d527/,取得済み,34.3428604,134.0487343,2.53,16.0,4.83,25300.0,16.0,4.83,中心街,極小,店舗系,不明,不明,5238.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,0.32,0.26,0.1,1300,80000.0,105300.0,329063.0,12656.0,253.0,10.0,1449000,3381000,2415000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商329,063円、必要日客数10人が目安。"
貸店舗（一部） クイーンズスクエア第２ビル 5－D,香川県高松市瓦町１丁目,3.3 万円,18.96㎡,5.73坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/,取得済み,34.3178937,133.8417036,3.3,18.96,5.73,33000.0,18.96,5.73,中心街,極小,店舗系,不明,不明,5759.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,0.32,0.26,0.1,1300,80000.0,113000.0,353125.0,13582.0,272.0,10.0,1719000,4011000,2865000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商353,125円、必要日客数10人が目安。"
貸店舗（一部） クイ－ンズスケア第一 ５階Ｇ,香川県高松市瓦町２丁目,3.96 万円,21.07㎡,6.37坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5ae18c079732ec4a1d17c2d6/,取得済み,34.3400205,134.0501426,3.96,21.07,6.37,39600.0,21.07,6.37,中心街,極小,店舗系,不明,不明,6217.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,0.32,0.26,0.1,1300,80000.0,119600.0,373750.0,14375.0,288.0,11.0,1911000,4459000,3185000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商373,750円、必要日客数11人が目安。"
貸店舗（一部） クイーンズスクエア第２ビル 3-C,香川県高松市瓦町１丁目,4.4 万円,22.47㎡,6.79坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,取得済み,34.3178937,133.8417036,4.4,22.47,6.79,44000.0,22.47,6.79,中心街,極小,店舗系,不明,不明,6480.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,0.32,0.26,0.1,1300,80000.0,124000.0,387500.0,14904.0,298.0,11.0,2037000,4753000,3395000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商387,500円、必要日客数11人が目安。"
貸店舗（一部） 宮脇町ビル 東,香川県高松市宮脇町１丁目,4.5 万円,44.19㎡,13.36坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67c006c873b679516875e115/,取得済み,34.3448764,134.0348642,4.5,44.19,13.36,45000.0,44.19,13.36,準中心街,小規模,店舗系,不明,不明,3368.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,12,0.28,0.23,0.1,900,100000.0,145000.0,371795.0,14300.0,413.0,16.0,3340000,8016000,5678000,95,95,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可,"低固定費・小商圏型。必要月商371,795円、必要日客数16人が目安。"
貸店舗（一部） 飲食店募集　ウイングポート　１Ｆ　２０．７３㎡ 1階一部,香川県高松市香川町大野,5 万円,20.73㎡,6.27坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-6628b3b9d9cbec77c6d93594/,取得済み,34.2679345,134.0181254,5.0,20.73,6.27,50000.0,20.73,6.27,郊外,極小,店舗系,1階・路面想定,不明,7974.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,6,0.28,0.23,0.1,900,80000.0,130000.0,333333.0,12821.0,370.0,14.0,1567500,3762000,2664750,98,98,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 郊外で駐車場確認必要,"低固定費・小商圏型。必要月商333,333円、必要日客数14人が目安。"
貸店舗（一部） クイーンズスクエア第２ビル 5-C,香川県高松市瓦町１丁目,5 万円,26.69㎡,8.07坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,取得済み,34.3178937,133.8417036,5.0,26.69,8.07,50000.0,26.69,8.07,中心街,極小,店舗系,不明,不明,6196.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,0.32,0.26,0.1,1300,80000.0,130000.0,406250.0,15625.0,313.0,12.0,2421000,5649000,4035000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商406,250円、必要日客数12人が目安。"
貸店舗（一部） クイーンズスクエア第２ビル 3-B,香川県高松市瓦町１丁目,5.28 万円,24.70㎡,7.47坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/,取得済み,34.3178937,133.8417036,5.28,24.7,7.47,52800.0,24.7,7.47,中心街,極小,店舗系,不明,不明,7068.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,0.32,0.26,0.1,1300,80000.0,132800.0,415000.0,15962.0,319.0,12.0,2241000,5229000,3735000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商415,000円、必要日客数12人が目安。"
貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,5.5 万円,31.57㎡,9.54坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/,取得済み,34.3178937,133.8417036,5.5,31.57,9.54,55000.0,31.57,9.54,中心街,極小,店舗系,不明,不明,5765.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,7,0.32,0.26,0.1,1300,80000.0,135000.0,421875.0,16226.0,325.0,12.0,2862000,6678000,4770000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商421,875円、必要日客数12人が目安。"
貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,5.5 万円,29.55㎡,8.93坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/,取得済み,34.3178937,133.8417036,5.5,29.55,8.93,55000.0,29.55,8.93,中心街,極小,店舗系,不明,不明,6159.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,7,0.32,0.26,0.1,1300,80000.0,135000.0,421875.0,16226.0,325.0,12.0,2679000,6251000,4465000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商421,875円、必要日客数12人が目安。"
貸店舗・事務所(一部) 高松市 今里町１丁目 (栗林公園駅) の貸店舗・事務所(一部),香川県高松市今里町１丁目,6 万円,37.50㎡,11.34坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-653cce171dae78356cd1ee74/,取得済み,34.3257633,134.0570519,6.0,37.5,11.34,60000.0,37.5,11.34,準中心街,極小,店舗系,不明,不明,5291.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,10,0.28,0.23,0.1,900,80000.0,140000.0,358974.0,13807.0,399.0,15.0,2835000,6804000,4819500,95,95,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可,"低固定費・小商圏型。必要月商358,974円、必要日客数15人が目安。"
貸店舗（一部） ソウゲンビル 5階,香川県高松市鍛冶屋町,6.05 万円,31.60㎡,9.55坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5969be5a90e31cbaa050/,取得済み,34.3428604,134.0487343,6.05,31.6,9.55,60500.0,31.6,9.55,中心街,極小,店舗系,不明,不明,6335.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,7,0.32,0.26,0.1,1300,80000.0,140500.0,439063.0,16887.0,338.0,13.0,2865000,6685000,4775000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商439,063円、必要日客数13人が目安。"
貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,6.05 万円,32.32㎡,9.77坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,取得済み,34.3178937,133.8417036,6.05,32.32,9.77,60500.0,32.32,9.77,中心街,極小,店舗系,不明,不明,6192.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,7,0.32,0.26,0.1,1300,80000.0,140500.0,439063.0,16887.0,338.0,13.0,2931000,6839000,4885000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商439,063円、必要日客数13人が目安。"
貸店舗（一部） 松本ビル 1階,香川県高松市室新町,6.2 万円,31.29㎡,9.46坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69522eecc37dc1729e1f21f0/,取得済み,34.2609473,134.034365,6.2,31.29,9.46,62000.0,31.29,9.46,不明,極小,店舗系,1階・路面想定,不明,6554.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,9,0.28,0.23,0.1,900,80000.0,142000.0,364103.0,14004.0,405.0,16.0,2365000,5676000,4020500,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商364,103円、必要日客数16人が目安。"
貸店舗（一部） 小林店舗 １階　東,香川県高松市古馬場町,7.15 万円,18.90㎡,5.71坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,取得済み,34.3425721,134.0518077,7.15,18.9,5.71,71500.0,18.9,5.71,中心街,極小,店舗系,1階・路面想定,不明,12522.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,0.32,0.26,0.1,1300,80000.0,151500.0,473438.0,18209.0,364.0,14.0,1713000,3997000,2855000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 小規模高単価モデル向き,"中心街・高単価型。必要月商473,438円、必要日客数14人が目安。"
貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北東 （２０１）,香川県高松市片原町,7.7 万円,40.00㎡,12.09坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-684fade320d8493430490ebe/,取得済み,34.3458826,134.0543651,7.7,40.0,12.09,77000.0,40.0,12.09,中心街,小規模,店舗系,上階・地下想定,不明,6369.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,9,0.32,0.26,0.1,1300,100000.0,177000.0,553125.0,21274.0,425.0,16.0,3627000,8463000,6045000,92,92,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商553,125円、必要日客数16人が目安。"
貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,7.7 万円,41.50㎡,12.55坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,取得済み,34.3178937,133.8417036,7.7,41.5,12.55,77000.0,41.5,12.55,中心街,小規模,店舗系,不明,不明,6135.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,9,0.32,0.26,0.1,1300,100000.0,177000.0,553125.0,21274.0,425.0,16.0,3765000,8785000,6275000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商553,125円、必要日客数16人が目安。"
貸店舗（一部） クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,7.7 万円,22.16㎡,6.70坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,取得済み,34.3400205,134.0501426,7.7,22.16,6.7,77000.0,22.16,6.7,中心街,極小,店舗系,1階・路面想定,不明,11493.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,0.32,0.26,0.1,1300,80000.0,157000.0,490625.0,18870.0,377.0,15.0,2010000,4690000,3350000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 小規模高単価モデル向き,"中心街・高単価型。必要月商490,625円、必要日客数15人が目安。"
貸店舗（一部） 高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,香川県高松市香川町寺井,8.8 万円,63.44㎡,19.19坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5af17282e5a69c474d30150d/,取得済み,34.2723454,134.034955,8.8,63.44,19.19,88000.0,63.44,19.19,郊外,小規模,店舗系,不明,不明,4586.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,17,0.28,0.23,0.1,900,100000.0,188000.0,482051.0,18540.0,536.0,21.0,4797500,11514000,8155750,80,80,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 郊外で駐車場確認必要,"低固定費・小商圏型。必要月商482,051円、必要日客数21人が目安。"
貸店舗（一部） ソリッド 4D,香川県高松市古馬場町,11 万円,42.08㎡,12.72坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,取得済み,34.3425721,134.0518077,11.0,42.08,12.72,110000.0,42.08,12.72,中心街,小規模,店舗系,不明,不明,8648.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,10,0.32,0.26,0.1,1300,100000.0,210000.0,656250.0,25240.0,505.0,19.0,3816000,8904000,6360000,100,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商656,250円、必要日客数19人が目安。"
貸店舗（一部） 高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）,香川県高松市扇町２丁目,13.2 万円,135.25㎡,40.91坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67f20f823d177354830cb311/,取得済み,34.3436406,134.0266638,13.2,135.25,40.91,132000.0,135.25,40.91,準中心街,大型,店舗系,不明,不明,3227.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,31,0.32,0.26,0.1,1300,250000.0,382000.0,1193750.0,45913.0,918.0,35.0,12273000,28637000,20455000,65,65,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資は重め / 飲食可,"中心街・高単価型。必要月商1,193,750円、必要日客数35人が目安。"
貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,香川県高松市片原町,13.2 万円,69.48㎡,21.01坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/,取得済み,34.3458826,134.0543651,13.2,69.48,21.01,132000.0,69.48,21.01,中心街,中規模,店舗系,上階・地下想定,不明,6283.0,中心街・高回転型,,中心街高回転型カフェ,19,0.3,0.25,0.1,1000,160000.0,292000.0,834286.0,32088.0,834.0,32.0,6303000,14707000,10505000,67,67,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高回転型。必要月商834,286円、必要日客数32人が目安。"
貸店舗（一部） 大内ビル 1階,香川県高松市今新町,15 万円,69.03㎡,20.88坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/,取得済み,34.2609473,134.034365,15.0,69.03,20.88,150000.0,69.03,20.88,中心街,中規模,店舗系,1階・路面想定,不明,7184.0,中心街・高回転型,,中心街高回転型カフェ,19,0.3,0.25,0.1,1000,160000.0,310000.0,885714.0,34066.0,886.0,34.0,6264000,14616000,10440000,83,83,B,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"中心街・高回転型。必要月商885,714円、必要日客数34人が目安。"
貸店舗（一部） 常盤町Ｋ店舗 2階,香川県高松市常磐町１丁目,15.4 万円,75.44㎡,22.82坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67c2a5191f9c584e0ffb8c6a/,取得済み,34.3387776,134.0510854,15.4,75.44,22.82,154000.0,75.44,22.82,中心街,中規模,店舗系,上階・地下想定,不明,6748.0,中心街・高回転型,,中心街高回転型カフェ,21,0.3,0.25,0.1,1000,160000.0,314000.0,897143.0,34505.0,897.0,35.0,6846000,15974000,11410000,67,67,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高回転型。必要月商897,143円、必要日客数35人が目安。"
貸店舗（一部） ツゥーフィートビル 5-B,香川県高松市鍛冶屋町,16.5 万円,61.62㎡,18.63坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,取得済み,34.3428604,134.0487343,16.5,61.62,18.63,165000.0,61.62,18.63,中心街,小規模,店舗系,不明,不明,8857.0,中心街・高回転型,,中心街高回転型カフェ,17,0.3,0.25,0.1,1000,100000.0,265000.0,757143.0,29121.0,757.0,29.0,5589000,13041000,9315000,85,85,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可,"中心街・高回転型。必要月商757,143円、必要日客数29人が目安。"
