判定,代表index,重複index,代表物件名,重複物件名,代表所在地,重複所在地,代表家賃,重複家賃,代表坪数,重複坪数,代表サイト,重複サイト,代表URL,重複URL
要確認候補,60,182,クイーンズスクエア第２ビル 5-C,貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5万円,5.5 万円,,9.54,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/
要確認候補,60,183,クイーンズスクエア第２ビル 5-C,貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5万円,5.5 万円,,8.93,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,60,186,クイーンズスクエア第２ビル 5-C,貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5万円,6.05 万円,,9.77,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,60,190,クイーンズスクエア第２ビル 5-C,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5万円,7.7 万円,,12.55,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,60,199,クイーンズスクエア第２ビル 5-C,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5万円,16.5 万円,,35.34,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,60,204,クイーンズスクエア第２ビル 5-C,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5万円,22 万円,,35.34,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,60,214,クイーンズスクエア第２ビル 5-C,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5万円,220 万円,,314.21,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,61,63,クイーンズスクエア第２ビル 3-B,クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28万円,5.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f8b317/
要確認候補,61,64,クイーンズスクエア第２ビル 3-B,クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28万円,5.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,61,67,クイーンズスクエア第２ビル 3-B,高松市 瓦町１丁目 (瓦町駅) の貸店舗（一部）,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28万円,6万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69f442181c76787766fc6df6/
要確認候補,61,72,クイーンズスクエア第２ビル 3-B,クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28万円,6.05万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,61,86,クイーンズスクエア第２ビル 3-B,クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28万円,7.7万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,61,121,クイーンズスクエア第２ビル 3-B,京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28万円,16.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,61,128,クイーンズスクエア第２ビル 3-B,向山ビル２Ｆ 2F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28万円,19.8万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/
要確認候補,61,135,クイーンズスクエア第２ビル 3-B,京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28万円,22万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,61,161,クイーンズスクエア第２ビル 3-B,ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28万円,220万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
